ISIN,TckrSymb
INE0LOJ01019,IKIO
INE050B01023,IVC
INE172N01012,IMAGICAA
INE452L01012,INCREDIBLE
INE547E01014,IMPAL
INE915B01019,INDSWFTLAB
INE611L01021,INDTERRAIN
INE841B01017,INDBANK
INE0O9T01021,BAJAJINDEF
INE065X01017,INDGN
INE560A01023,INDIAGLYCO
INE092B01025,INDNIPPON
INE0D6701023,IPL
INE922K01024,INDIASHLTR
INE353K01014,ITDC
INE933S01016,INDIAMART
INE562A01011,INDIANB
INE061A01014,INDIANCARD
INE022Q01020,IEX
INE323C01030,INDIANHUME
INE919H01018,IMFA
INE242A01010,IOC
INE565A01014,IOB
INE335Y01020,IRCTC
INE053F01010,IRFC
INE202E01016,IREDA
INE09VQ01012,INDIGOPNTS
INE06ST01018,INDIQUBE
INE760F01028,INDOAMIN
INE803D01021,INDOBORAX
INE483B01026,ICIL
INE622H01018,INDOFARM
INE156A01020,INDORAMA
INE332H01014,INDOTECH
INE250Z01010,INDOUS
INE567A01028,NIPPOBATRY
INE873D01024,INDOCO
INE05J901018,IGCL
INE896L01010,INDOSTAR
INE227G01018,INDOWIND
INE203G01027,IGL
INE681B01017,INDRAMEDCO
INE121J01017,INDUSTOWER
INE095A01012,INDUSINDBK
INE886A01014,IITL
INE483S01020,INFIBEAM
INE663F01032,NAUKRI
INE344S01016,INFOBEAN
INE669A01022,INFOMEDIA
INE009A01021,INFY
INE177A01018,INGERRAND
INE0DUT01020,INNOVACAP
INE403Y01018,INNOVANA
INE510W01014,INOXGREEN
INE616N01034,INOXINDIA
INE066P01011,INOXWIND
INE070I01018,INSECTICID
INE020G01017,INSPIRISYS
INE418N01035,ESSENTIA
INE306R01017,INTELLECT
INE00M901018,INTERARCH
INE646L01027,INDIGO
INE0Q9301021,IGIL
INE575C01027,INTLCONV
INE566K01011,ISFT
INE878H01024,INVENTURE
INE115Q01022,IKS
INF205K01361,IVZINGOLD
INE485C01029,IOLCP
INE570A01022,IONEXCHANG
INE571A01038,IPCALAB
INE821I01022,IRB
INE962Y01021,IRCON
INE864K01010,IRIS
INE01GN01025,IRISDOREME
INE07U701015,IRMENERGY
INE858B01029,ISGEC
INE379A01028,ITCHOTELS
INE154A01025,ITC
INE248A01017,ITI
INE056801025,IVALUE
INE043C01018,IVP
INE168A01041,J&KBANK
INE572A01036,JBCHEPHARM
INE0MB501011,JGCHEM
INE199G01027,JAGRAN
INE048B01035,JAGSNPHARM
INE091G01026,JAIBALAJI
INE070D01027,JAICORPLTD
IN9175A01010,JISLDVREQS
INE175A01038,JISLJALEQS
INE0YD401026,JAINREC
INE351F01018,JPPOWER
INE039C01032,JAMNAAUTO
INE953L01027,JSFB
INE00YJ01010,JARO
INE039O01029,JASH
INE571B01036,JAYBARMARU
INE785A01026,JAYAGROGN
INE854B01010,JAYNECOIND
INE364A01020,JAYSREETEA
INE927D01051,JBMA
INE0J5801029,JSLL
INE982V01025,JETFREIGHT
INE544H01014,JHS
INE03DD01011,RETAIL
INE147P01019,JPOLYINVST
INE742C01031,JINDRILL
INE796G01012,JINDALPHOT
INE197D01010,JINDALPOLY
INE324A01032,JINDALSAW
INE220G01021,JSL
INE749A01030,JINDALSTEL
INE247D01039,JINDWORLD
INE1FF001016,JKIPL
INE758E01017,JIOFIN
INE823G01014,JKCEMENT
INE786A01032,JKLAKSHMI
INE789E01012,JKPAPER
INE573A01042,JKTYRE
INE576I01022,JKIL
INE780C01023,JMFINANCIL
INE0OAF01028,JNKINDIA
INE839G01010,JOCIL
INE782A01015,JCHAC
INE718I01012,JSWCEMENT
INE121E01018,JSWENERGY
INE824G01012,JSWHL
INE880J01026,JSWINFRA
INE019A01038,JSWSTEEL
INE643A01035,JTEKTINDIA
INE391J01032,JTLIND
INE797F01020,JUBLFOOD
INE0BY001018,JUBLINGREA
INE700A01033,JUBLPHARMA
INE412C01023,JMA
INE696F01016,JUNIPER
INE682M01012,JLHL
INE209L01016,JWL
INE599M01018,JUSTDIAL
INE668F01031,JYOTHYLAB
INE980O01024,JYOTICNC
INE197A01024,JYOTISTRUC
INE157H01023,KMSUGAR
INE127T01021,KPEL
INE900B01029,KABRAEXTRU
INE217B01036,KAJARIACER
INE437B01014,KAKATCEM
INE227J01012,KALPATARU
INE220B01022,KPIL
INE303R01014,KALYANKJIL
INE314G01014,KALYANIFRG
INE029L01018,KICL
INE907A01026,KSL
INE967C01018,KAMATHOTEL
INE390H01020,KAMDHENU
INE0BTI01037,KAMOPAINTS
INE879E01037,KANANIIND
INE138C01024,KANORICHEM
INE694E01014,KANPRPLA
INE531A01024,KANSAINER
INE542Z01028,KAPSTON
INE614B01018,KTKBANK
INE036D01028,KARURVYSYA
INE455I01029,KSCL
INE587G01015,KAYA
INE918Z01012,KAYNES
INE805C01028,KCP
INE790B01024,KCPSUGIND
INE291D01011,KDDL
INE389H01022,KEC
INE878B01027,KEI
INE164B01030,KELLTONTEC
INE202H01019,KERNEX
INE087A01019,KESORAMIND
INE401H01017,KKCL
INE681C01015,KEYFINSERV
INE263M01029,RUSTOMJEE
INE138Y01010,KFINTECH
INE834I01025,KHADIM
INE731C01018,KHAITANLTD
INE745B01028,KHAICHEM
INE060B01014,KHANDSE
INE729D01010,KILITCH
INE880L01014,KIOCL
INE415I01015,KIRIINDUS
INE732A01036,KIRLOSBROS
INE134B01017,KECL
INE250A01039,KIRLOSIND
INE146L01010,KIRLOSENG
INE811A01020,KIRLPNU
INE602G01020,KITEX
INE0CJD01011,KMEW
INE634I01029,KNRCON
INE080B01012,KOHINOOR
INE760A01029,KOKUYOCMLN
INE094I01018,KOLTEPATIL
INE082A01010,KOPRAN
INF174KA1HJ8,GOLD1
INE237A01028,KOTAKBANK
INF174K014P6,NIFTY1
INF373I01023,PSUBANK
INF174KA1XV0,CHEMICAL
INF174KA1IA5,ALPHA
INF174KA1JE5,CONS
INF174KA1GC5,IT
INF174KA1LV5,LIQUID1
INF174KA1IY5,LOWVOL1
INF174KA1IB3,MIDCAP
INF174KA1JF2,MNC
INF174KA1KU9,SILVER1
INF174K01Z71,NV20
INF174KA1VW2,MID150
INF174KA1XS6,MOMENTUM30
INF174KA1VD2,MSCIINDIA
INF174KA1UW4,NIFTY100EW
INF174KA1WT6,QUALITY30
INF174K01F59,BANKNIFTY1
INE720A01015,KOTHARIPET
INE823A01017,KOTHARIPRO
INE419A01022,KOTARISUG
INE542W01025,KPIGREEN
INE04I401011,KPITTECH
INE930H01031,KPRMILL
INE001B01026,KRBL
INE268B01013,KREBSBIO
INE524L01026,KRIDHANINF
INE506W01012,KRISHANA
INE0GGO01015,KRISHIVAL
INE967H01025,KIMS
INE479D01038,KRITI
INE798K01010,KRITINUT
INE00Z501029,KRITIKA
INE0Q3J01015,KRN
INE0ATZ01017,KRONOX
INE0O6601022,KROSS
INE08LI01020,KRSNAA
INE0QN801017,KRYSTAL
INE999A01023,KSB
INE013801027,KSHITIJPOL
INE0D6I01023,KSOLVES
INE529I01021,KUANTUM
INE498L01015,LTF
INE010V01017,LTTS
INE059D01020,LAOPALA
INE548Z01017,LAGNAM
INE850E01012,LFIC
INE112F01022,LAMBODHARA
INE559R01029,LANDMARK
INE197J01017,LPDC
INE018A01030,LT
INE0I7C01011,LATENTVIEW
INE947Q01028,LAURUSLABS
INE801V01019,LAXMICOT
INE0WO601020,LAXMIDENTL
INE258Y01016,LGHL
INE06WU01026,LAXMIINDIA
INE576O01020,LXCHEM
INE938A01021,LCCINFOTEC
INE0HV901016,IXIGO
INE0AQ201015,THELEELA
INE970X01018,LEMONTREE
INE956O01016,LENSKART
INE337A01034,LGBBROSLTD
INE324D01010,LGEINDIA
INE908V01012,LIBAS
INE557B01019,LIBERTSHOE
INE115A01026,LICHSGFIN
INF397L01554,LICMFGOLD
INF767K01OS7,LICNETFN50
INF767K01OT5,LICNETFSEN
INF767K01PC8,LICNFNHGP
INF767K01MV5,LICNETFGSC
INF767K01RN1,LICNMID100
INE0J1Y01017,LICI
INE060901027,LIKHITHA
INE802B01027,LINC
INE405C01035,LINCOLN
INE473A01011,LINDEINDIA
INE093R01011,LLOYDSENGG
INE080I01025,LLOYDSENT
INE281B01032,LLOYDSME
INE269B01029,LMW
INE670K01029,LODHA
INE397H01017,LOKESHMACH
INE846D01012,LORDSCHLO
INE740X01023,LAL
INE597L01014,LOVABLE
INE970D01010,LOYALTEX
INE818H01020,LTFOODS
INE214T01019,LTIM
INE872H01027,LUMAXTECH
INE162B01018,LUMAXIND
INE326A01037,LUPIN
INE150G01020,LUXIND
INE933A01014,LYKALABS
INE142K01011,LYPSAGEMS
INE08N601015,MBEL
INE964W01021,MKPL
INE774D01024,M&MFIN
INE215I01027,MAANALU
INE155Z01011,MACPOWER
INE925C01016,MADHAV
INE378D01032,MADHUCON
INE900L01010,MBAPL
INE414A01015,MADRASFERT
INE347W01011,MAGADSUGAR
INE613C01026,MCLOUD
INE387I01016,MAGNUM
INE843B01013,MAHAPEXLTD
INE0US801024,MFML
INE112D01035,MHLXMIRU
INE002S01010,MGL
INE153A01019,MTNL
INE288A01013,MAHSCOOTER
INE271B01025,MAHSEAMLES
INE263W01010,MAHESHWARI
INE101A01026,M&M
INE215D01010,MAHEPC
INE998I01010,MHRIL
INE813A01018,MAHLIFE
INE766P01016,MAHLOG
INE683C01011,MAITHANALL
INE389C01015,MALLCOM
INE383H01017,MALUPAPER
INE0TO701015,MAMATA
INE830Q01018,MANAKCOAT
INE993A01026,MANINDS
INE949H01023,MANINFRA
INE015D01022,MANAKSIA
INE824Q01011,MANAKSTEEL
INE201A01024,MANALIPETC
INE522D01027,MANAPPURAM
INE939X01013,MANBA
INE545L01039,MANCREDIT
INE0PKD01011,MEIL
INE347A01017,MANGLMCEM
INE584F01014,MANGALAM
INE0APB01032,MGEL
INE370D01013,MANORG
INE0JYY01011,MWL
INE634S01028,MANKIND
INE0KNT01012,MVGJL
INE784W01015,MANOMAY
INE00VM01036,MANORAMA
INE882A01013,MARALOVER
INE182D01020,MARATHON
INE196A01026,MARICO
INE01JE01028,MARINE
INE0FW001016,MARKOLINES
INE750C01026,MARKSANS
INE585B01010,MARUTI
INE348L01012,MASFIN
INE759A01021,MASTEK
INE677D01037,MASTERTR
INE866R01028,MATRIMONY
INE636A01039,MAWANASUG
INE03EI01018,MAXESTATES
INE180A01020,MFSL
INE027H01010,MAXHEALTH
INE0CG601016,MAXIND
INE040D01038,MAYURUNIQ
INE249Z01020,MAZDOCK
INE885E01042,MAZDA
INE912H01013,MBLINFRA
INE456Z01021,MEDIASSIST
INE646B01010,MEDICAMEQ
INE804L01022,MEDPLUS
INE0CT101020,MOL
INE071D01033,MENONBE
INE317I01021,METROBRAND
INE112L01020,METROPOLIS
INE287C01037,MICEL
INE0XAD01024,MIDWESTLTD
INE842C01021,MINDACORP
INE110B01017,MINDTECK
INF769K01KU7,ALPHAETF
INF769K01KR3,BANKETF
INF769K01LZ4,BANKPSU
INF769K01NS5,CONSUMER
INF769K01PR2,ENERGY
INF769K01OA1,EQUAL200
INF769K01OO2,EQUAL50
INF769K01LQ3,EVINDIA
INF769K01PB6,INTERNET
INF769K01KV5,ITETF
INF769K01KS1,LIQUID
INF769K01MY5,LIQUIDPLUS
INF769K01GS9,ESG
INF769K01HF4,MAFANG
INF769K01HI8,BFSI
INF769K01JP9,GOLDETF
INF769K01KF8,GSEC10YEAR
INF769K01HS7,MAHKTECH
INF769K01IC9,MIDCAPETF
INF769K01IB1,MAKEINDIA
INF769K01EG9,NIFTYETF
INF769K01JU9,LOWVOL
INF769K01FN2,NEXT50
INF769K01KG6,SILVERAG
INF769K01HP3,MASPTOP50
INF769K01LY7,METAL
INF769K01LJ8,MIDSMALL
INF769K01LX9,MULTICAP
INF769K01ON4,SELECTIPO
INF769K01KT9,SENSEXETF
INF769K01PQ4,SMALL250
INF769K01LC3,SMALLCAP
INE771A01026,MIRZAINT
INE099Z01011,MIDHANI
INE828O01033,MITCON
INE997Y01027,MITTAL
INE227C01017,MMFL
INE511Y01018,MMP
INE123F01029,MMTC
INE794W01014,MODTHREAD
INE832A01018,MODIRUBBER
INE0L0L01012,MODIS
INE737D01021,MODISONLTD
INE490G01020,MOIL
INE514Y01020,MOKSH
INE893J01029,MOLDTKPAC
INE835B01035,MOLDTECH
INE903D01011,MONARCH
INE296Q01012,MONEYBOXX
INE950M01013,MONTECARLO
INE083A01026,MOREPENLAB
INE935B01025,MOSCHIP
INE0FS801015,MSUMI
INF247L01023,MOM100
INF247L01AP3,MON100
INE338I01027,MOTILALOFS
INF247L01536,MOM50
INF247L01AK4,MOGSEC
INF247L01FR8,MOALPHA50
INF247L01EV3,MOCAPITAL
INF247L01DJ0,MODEFENCE
INF247L01GH7,MOENERGY
INF247L01FY4,MOGOLD
INF247L01BB1,MOHEALTH
INF247L01FL1,MOINFRA
INF247L01GI5,MOIPO
INF247L01BL0,MOLOWVOL
INF247L01DK8,MOMENTUM50
INF247L01FK3,MOMGF
INF247L01FQ0,MOMIDMTM
INF247L01BK2,MOMOMENTUM
INF247L01FC0,MON50EQUAL
INF247L01FD8,MONEXT50
INF247L01GG9,MONIFTY100
INF247L01BU1,MONIFTY500
INF247L01AU3,MONQ50
INF247L01FO5,MOPSE
INF247L01BH8,MOQUALITY
INF247L01CI4,MOREALTY
INF247L01GJ3,MOSERVICE
INF247L01FZ1,MOSILVER
INF247L01CH6,MOSMALL250
INF247L01FP2,MOTOUR
INF247L01BE5,MOVALUE
INE0FRK01020,MOTISONS
INE861B01023,MOTOGENFIN
INE356A01018,MPHASIS
INE943D01017,MPSLTD
INE883A01011,MRF
INE103A01014,MRPL
INE495P01012,BECTORFOOD
INE752G01015,MSPL
INE255X01014,MSTCLTD
INE864I01014,MTARTECH
INE08KJ01020,MUFIN
INE304A01026,MUKANDLTD
INE0CG401037,MUKKA
INE374B01019,MUKTAARTS
INE745G01035,MCX
INE672B01032,MUNJALAU
INE577A01027,MUNJALSHOW
INE692B01014,MURUDCERA
INE919I01024,RADIOCITY
INE296G01013,MUTHOOTCAP
INE414G01012,MUTHOOTFIN
INE046W01019,MUTHOOTMF
INE740D01017,NRAIL
INE365I01020,NBIFIN
INE295D01020,NACLIND
INE756C01015,NDGL
INE454M01024,NAGAFERT
INE123B01028,NAGREEKEXP
INE049I01012,NAHARCAP
INE289A01011,NAHARINDUS
INE308A01027,NAHARPOLY
INE290A01027,NAHARSPING
INE236Y01012,NGIL
INE023A01030,NSIL
INE875G01048,NDL
INE696V01013,JAIPURKURT
INE410P01011,NH
INE987B01026,NATCOPHARM
INE448G01010,NATHBIOGEN
INE139A01034,NATIONALUM
INE870D01012,NFL
INE725A01030,NAVA
INE048G01026,NAVINFLUOR
INE278M01019,NAVKARCORP
INE268H01044,NAVKARURB
INE060A01024,NAVNETEDUL
INE418L01047,NAZARA
INE095N01031,NBCC
INE868B01028,NCC
INE732C01016,NCLIND
INE07OG01012,NDRAUTO
INE155G01029,NDTV
INE023H01027,NECLIFE
INE189I01024,NELCAST
INE045B01015,NELCO
INE136S01016,NEOGEN
INE317F01035,NESCO
INE239A01024,NESTLEIND
INE0NT901020,NETWEB
INE0FFK01017,NPST
INE870H01013,NETWORK18
INE794A01010,NEULANDLAB
INE619B01017,NEWGEN
INE747B01016,NEXTMEDIA
INE887E01022,NGLFINE
INE848E01016,NHPC
INE149O01018,NIBE
INE342G01023,NIITMTS
INE161A01038,NIITLTD
INE937C01029,NILAINFRA
INE310A01015,NILKAMAL
INE395U01014,NINSYS
INF204KB15I9,BANKBEES
INF204KA1LD7,CONSUMBEES
INF204KA1MS3,DIVOPPBEES
INF204KB18I3,NV20BEES
INF204KB17I5,GOLDBEES
INF204KB19I1,HNGSNGBEES
INF732E01268,INFRABEES
INF204KB15V2,ITBEES
INF732E01045,JUNIORBEES
INF732E01037,LIQUIDBEES
INF204KB1882,LTGILTBEES
INF204KB1V68,MID150BEES
INF204K014N5,NIF100BEES
INF204KB14I2,NIFTYBEES
INF204KB16I7,PSUBNKBEES
INF732E01128,SHARIABEES
INE298J01013,NAM-INDIA
INF204KC1FU1,LIQGRWBEES
INF204KC1GH6,MANUFGBEES
INF204KC1337,AUTOBEES
INF204KC1089,PHARMABEES
INF204KC1402,SILVERBEES
INF204KC1EZ3,SNXT30BEES
INE368I01016,NIRAJ
INE858F01012,NITCO
INE229H01012,NITINSPIN
INE439T01012,NITIRAJ
INE995S01015,NIVABUPA
INE542C01019,NKIND
INE589A01014,NLCINDIA
INE584A01023,NMDC
INE0NNS01018,NSLNISP
INE163A01018,NOCIL
INE781B01015,NOIDATOLL
INE553C01016,NECCLTD
INE850M01015,NORTHARC
INE02H701025,NOVAAGRI
INE349A01021,NRBBEARING
INE047O01014,NIBL
INE0ONG01011,NTPCGREEN
INE733E01010,NTPC
INE096B01018,NUCLEUS
INE0JM501013,NRL
INE531F01015,NUVAMA
INE118D01016,NUVOCO
INE093I01010,OBEROIRLTY
INE0PK601023,OCCLLTD
INE213A01029,ONGC
INE591A01010,OILCOUNTUB
INE274J01014,OIL
INE260D01016,OLECTRA
INE1BZC01019,OMFREIGHT
INE239D01028,OMINFRAL
INE090B01011,OMAXAUTO
INE800H01010,OMAXE
INE982J01020,PAYTM
INE0HLU01028,MOBIKWIK
INE840Y01029,ONEPOINT
INE013P01021,ONESOURCE
INE809I01019,ONMOBILE
INE229A01017,ONWARDTEC
INE350C01017,OPTIEMUS
INE881D01027,OFSS
INE231G01010,ORBTEXP
INE191A01027,ORCHPHARMA
INE607D01018,ORIENTBELL
INE876N01018,ORIENTCEM
INE569C01020,ORIENTCER
INE142Z01019,ORIENTELEC
INE999K01014,GREENPOWER
INE750A01020,ORIENTHOT
INE592A01026,ORIENTPPR
INE609C01024,ORIENTLTD
INE0PPK01015,ORIENTTECH
INE959C01023,OAL
INE998H01012,ORIENTALTL
INE426Z01016,OBCL
INE725E01024,ORISSAMINE
INE16NZ01023,ORKLAINDIA
INE749B01020,ORTINGLOBE
INE142A01012,OSWALAGRO
INE143A01010,OSWALGREEN
INE0BYP01024,OSWALPUMPS
INE953R01016,PNGJL
INE179A01014,PGHH
INE0S3G01027,PACEDIGITK
INE761H01022,PAGEIND
INE420C01059,PAISALO
INE551D01018,PAKKA
INE471W01019,PALASHSECU
INE922B01023,PANACEABIO
INE305C01029,PANAMAPET
INE697V01011,PANSARI
INE04LG01015,PAR
INE088F01024,PARADEEP
INE883N01014,PARAGMILK
INE074B01023,PARACABLES
INE045601023,PARAS
INE162C01024,PARASPETRO
INE988S01028,PARKHOTELS
INE561H01026,PARSVNATH
INE124Y01010,PASHUPATI
INE818B01023,PASUPTAC
INE619A01035,PATANJALI
INE244B01030,PATELENG
INE529D01014,PATINTLOG
INE0R8B01010,PATELRMART
INE07S101038,PAVNAIND
INE417T01026,POLICYBZR
INE785M01021,PCJEWELLER
INE602A01031,PCBL
INE111Q01021,PDSL
INE940H01022,PGIL
INE844A01013,PEARLPOLY
INE138A01028,PENINLAND
INE932A01024,PENIND
INE262H01021,PERSISTENT
INE347G01014,PETRONET
INE182A01018,PFIZER
INE457L01029,PGEL
INE0LP301011,PWL
INE603J01030,PIIND
INE546C01010,PICCADIL
INE318A01026,PIDILITIND
INE600A01035,PILITA
INE417C01014,PILANIINVS
INE15B701018,PINELABS
INE156C01018,PIONEEREMB
INE202B01038,PIRAMALFIN
INE0DK501011,PPLPHARMA
INE450D01021,PITTIENG
INE751B01018,PIXTRANS
INE083C01022,PLASTIBLEN
INE0PT501018,PLATIND
INE0INJ01017,PLAZACABLE
INE859A01011,PNBGILTS
INE572E01012,PNBHOUSING
INE195J01029,PNCINFRA
INE371C01013,PODDARMENT
INE637C01025,POKARNA
INE205C01021,POLYMED
INE455K01017,POLYCAB
INE633B01018,POLYPLEX
INE063E01053,POCL
INE838E01017,PONNIERODE
INE511C01022,POONAWALLA
INE772T01024,PVSL
INE134E01011,PFC
INE752E01010,POWERGRID
INE211R01019,POWERMECH
INE095I01015,PPAP
INE0I0M01023,PRABHA
INE074A01025,PRAJIND
INE603A01013,PRAKASH
INE050001010,PPL
INE696K01024,PRAKASHSTL
INE393P01035,DIAMONDYD
INE484I01029,PRECAM
INE372C01037,PRECWIRE
INE283A01014,PRECOT
INE0BS701011,PREMIERENE
INE863B01029,PREMEXPLN
INE309M01020,PREMIERPOL
INE811K01011,PRESTIGE
INE726V01018,PRICOLLTD
INE367G01038,PFOCUS
INE032B01021,PRIMESECU
INE607A01022,PRIMO
INE689W01016,PRINCEPIPE
INE010A01011,PRSMJOHNSN
INE974Z01015,PRITI
INE583R01029,PRITIKAUTO
INE959A01019,PRIVISCL
INE199A01012,PGHL
INE0BX301013,PROSTARM
INE004A01022,PROTEAN
INE00F201020,PRUDENT
INE024D01016,PRUDMOULI
INE488V01015,PSPPROJECT
INE560K01014,PFS
INE877F01012,PTC
INE596F01018,PTCIL
INE034D01049,PTL
INE865T01018,PDMJEPAPER
INE608A01012,PSB
INE277B01014,PUNJABCHEM
INE160A01022,PNB
INE323I01011,PURVA
INE191H01014,PVRINOX
INE0MIS01010,PYRAMID
INE0LRY01011,QUADFUTURE
INE0SII01026,QPOWER
INF082J01408,QGOLDHALF
INF082J01028,QNIFTY
INE615P01015,QUESS
INE306L01010,QUICKHEAL
INE0NQ801033,RKSWAMY
INE219Y01026,RMDRIP
INE777K01022,RRKABEL
INE411H01032,RSYSTEMS
INE012Q01021,RNBDENIMS
INE165B01029,RSSOFTWARE
INE324L01013,RPPINFRA
INE084Q01012,RACE
INE704B01017,RACLGEAR
INE874F01027,RADAAN
INE583V01021,RADHIKAJWE
INE855R01021,RADIANTCMS
INE944F01028,RADICO
INE912T01018,RPEL
INE415G01027,RVNL
INE0DD101019,RAILTEL
INE855B01025,RAIN
INE961O01016,RAINBOW
INE294G01026,ROML
INE952H01027,RAJTV
INE610C01014,ARENTERP
INE343B01030,RAJESHEXPO
INE00KV01022,RAJMET
INE535F01024,RAJOOENG
INE451D01029,RAJRATAN
INE760W01023,RPPL
INE562B01019,RAJSREESUG
INE613A01020,RALLIS
INE207E01023,RAMRAT
INE809A01032,RAMAPHO
INE230R01035,RAMASTEEL
INE614A01028,RAMCOIND
INE246B01019,RAMCOSYS
INE399G01023,RKFORGE
INE874I01013,RAMKY
INE625B01014,RANASUG
INE050H01012,RML
INE384A01010,RANEHOLDIN
INE0J1F01024,RPTECH
INE027A01015,RCF
INE0CLI01024,RATEGAIN
INE703B01027,RATNAMANI
INE05CZ01011,RATNAVEER
INE834M01019,RTNINDIA
INE399K01017,RTNPOWER
INE722J01012,RKDL
INE206N01018,RELTD
INE02ID01020,RAYMONDLSL
INE301A01014,RAYMOND
INE1SY401010,RAYMONDREL
INE976G01028,RBLBANK
INE0PEQ01016,RBZJEWEL
INE020B01018,RECLTD
INE891D01026,REDINGTON
INE0LXT01019,REDTAPE
INE056I01025,REFEX
INE0MHO01029,REGAAL
INE277C01012,REGENCERAM
INE131B01039,RELAXO
INF204KC1030,GILT5YBEES
INF204KC1022,SDL26BEES
INE750D01016,RELCHEMQ
INE046A01015,RIIL
INE002A01018,RELIANCE
INE614G01033,RPOWER
INE621H01010,RELIGARE
INE474C01023,REMSONSIND
INE722H01024,RGL
INE612J01015,REPCOHOME
INE461B01014,REPRO
INE688D01026,RESPONIND
INE07T201019,RBA
INE0DAB01012,RVTH
INE0KKN01029,RHETAN
INE743M01012,RHIM
INE209B01025,RICOAUTO
INE01EG01016,RITCO
INE320J01015,RITES
INE786W01010,RKEC
INE508K01013,RHL
INE645S01024,ROLEXRINGS
INE927A01040,ROLLT
INE02A801020,ROSSARI
INE847C01020,ROSSELLIND
INE0OJW01016,ROSSTECH
INE535D01037,ROTO
INE450U01017,ROUTE
INE283H01019,ROHLTD
INE105J01010,RPGLIFE
INE425Y01011,RPSGVENT
INE611A01016,RSWM
INE642C01025,RUBFILA
INE506V01022,RUBICON
INE413B01023,RUCHINFRA
INE803H01014,RUCHIRA
INE364Z01019,REPL
INE895B01021,RUPA
INE573K01025,RUSHIL
INE807K01035,SCHAND
INE500L01026,SHK
INE902B01017,S&SPOWER
INE212I01016,SPAL
INE13B501022,SAATVIKGL
INE226H01026,SADBHAV
INE429E01023,SAFARI
INE229C01021,SAGCEM
INE976T01013,SAGARDEEP
INE0W2G01015,SAGILITY
INE280H01015,SAHYADRI
INE570L01029,SAILIFE
INE438K01021,KALAMANDIR
INE732S01012,SAKAR
INE667G01023,SAKSOFT
INE623A01011,SAKHTISUG
INE190H01024,SAKUMA
INE170V01027,SALASAR
INE498E01010,SALONA
INE457F01013,SALZERELEC
INE12NJ01018,SAMBHV
INE08U801020,SAMHI
INE148I01020,SAMMAANCAP
INE735M01018,SAMPANN
INE775A01035,MOTHERSON
INE0JPD01013,SANATHAN
INE583B01015,SANDESH
INE278H01035,SANDHAR
INE149K01016,SANDUMA
INE495C01010,SANGAMIND
INE999B01013,SANGHIIND
INE989A01032,SANGHVIMOV
INE753W01010,SANGINITA
INE0UOS01011,SANOFICONR
INE058A01010,SANOFI
INE953O01021,SANSERA
INE08NE01025,SANSTAR
INE806T01020,SAPPHIRE
INE0PQ101010,SSDL
INE385C01021,SARDAEN
INE979A01025,SAREGAMA
INE453D01025,SARLAPOLY
INE017W01010,SMLT
INE324X01026,SARVESHWAR
INE231F01020,SASKEN
INE019J01013,SASTASUNDR
INE170E01023,SATIA
INE836B01017,SATIN
INE626A01014,SAURASHCEM
INE035D01020,SOTL
INE04AK01028,SBC
INE423Y01016,SBFC
INE018E01016,SBICARD
INE123W01016,SBILIFE
INF200KA16D8,SETFGOLD
INF200KA1FS1,SETFNIF50
INF200KA1580,SETFNIFBK
INF200KA1598,SETFNN50
INF200KA13Z8,LIQUIDSBI
INF200KB1712,SBIBPB
INF200KA1X17,SBIETFCON
INF200KA1S14,SBIETFIT
INF200KA1S22,SBIETFPB
INF200KA1WX6,SBIETFQLTY
INF200KB1969,SBILIQETF
INF200KB1282,SBINEQWETF
INF200KB1217,SBISILVER
INF200KA1JT1,SETF10GILT
INE513A01022,SCHAEFFLER
INE839M01018,SCHNEIDER
INE090501011,SCODATUBES
INE497B01018,SEAMECLTD
INE0BTM01013,SECMARK
INE617A01013,SEMAC
INE602W01027,SENCO
INE0RB801010,SENORES
INE964H01014,SEPC
INE807F01027,SEQUENT
INE782X01033,SERVOTECH
INE04VU01023,STYL
INE630A01024,SESHAPAPER
INE878E01021,SETCO
INE618R01015,SGFIN
INE385F01024,SGMART
INE640C01011,SHAHALLOYS
INE482J01021,SHAH
INE151G01028,SHAILY
INE908D01010,SHAKTIPUMP
INE597J01018,SHALBY
INE849C01026,SHALPAINTS
INE274V01019,SHANKARA
INE631A01022,SHANTIGEAR
INE06ZD01017,SHANTIGOLD
INE933X01016,SHANTI
INE221J01015,SHARDACROP
INE597I01028,SHARDAMOTR
INE932X01026,SHAREINDIA
INE916U01025,SFL
INE501Y01019,SCPL
INE268L01046,SHEKHAWATI
INE363M01019,SHEMAROO
INE024F01011,SHILCTECH
INE790G01031,SHILPAMED
INE0PB301013,SCILAL
INE109A01011,SCI
INE719F01016,SHIVAUM
INE644Y01017,SHIVAMILLS
INE705C01020,SHIVATEX
INE386D01027,SBCL
INE788J01021,SHIVALIK
INE637H01024,SHIVAMAUTO
INE498B01024,SHOPERSTOP
INE715Y01031,SHRADHA
INE712K01011,SHREEPUSHK
INE070A01015,SHREECEM
INE232A01011,SHREDIGCEM
INE278B01020,RAMANEWS
INE087H01022,RENUKA
INE0S2G01011,BALAJEE
INE00CE01017,SVLL
INE1B6101010,SHREEJISPG
INE632X01030,SHRENIK
INE231C01019,SHREYANIND
INE1B3L01017,SHRINGARMS
INF680P01422,LIQUIDSHRI
INE721A01047,SHRIRAMFIN
INE526E01018,SHRIPISTON
